episode,job_count,machine_count,selection_count,best_source,candidate_count,loss,score_json,hard_violation_count,makespan,bay_internal_cut_length_gap,bay_internal_wo_count_gap,bay_internal_bevel_quantity_gap,bay_internal_occupancy_gap,raw_hard_violation_count,raw_makespan,raw_bay_internal_cut_length_gap,raw_bay_internal_wo_count_gap,raw_bay_internal_bevel_quantity_gap,raw_bay_internal_occupancy_gap,normalized_bay_internal_cut_length_gap,normalized_bay_internal_wo_count_gap,normalized_bay_internal_bevel_quantity_gap,normalized_bay_internal_occupancy_gap
6655,96,15,96,22:agent_sample_2|23:agent_sample_2|24:agent_sample_32|25:agent_sample_36|trans:agent_sample_21,340,0.503416848,"[0, 159.120246, 430.902097304, 11.0, 28.0, 132.781801]",0,159.120246,430.902097304,11.0,28.0,132.781801,0,159.120246,430.902097304,11.0,28.0,132.781801,1.239387738,2.185714286,7.524777183,1.647282527
6656,117,15,117,22:agent_sample_60|23:agent_sample_12|24:agent_sample_33|25:agent_sample_21|trans:agent_greedy,340,0.527519062,"[0, 169.261785, 399.743582643, 10.0, 25.0, 93.328557]",0,169.261785,399.743582643,10.0,25.0,93.328557,0,169.261785,399.743582643,10.0,25.0,93.328557,0.736162247,1.610526316,5.928698751,1.143837268
6657,162,15,162,22:agent_sample_54|23:agent_sample_3|24:agent_sample_36|25:agent_sample_32|trans:lpt_batch,340,0.663601243,"[0, 265.539477, 378.933401439, 15.0, 34.0, 62.870418]",0,265.539477,378.933401439,15.0,34.0,62.870418,0,265.539477,378.933401439,15.0,34.0,62.870418,0.967002179,2.680473912,9.655844156,0.731074646
6658,90,15,90,22:agent_sample_33|23:agent_sample_51|24:agent_greedy|25:agent_greedy|trans:agent_sample_59,340,0.508326021,"[0, 137.758585, 506.326711374, 8.0, 31.0, 119.839479]",0,137.758585,506.326711374,8.0,31.0,119.839479,0,137.758585,506.326711374,8.0,31.0,119.839479,1.545253567,1.410339661,12.370629371,2.650137012
6659,194,15,194,22:agent_sample_26|23:agent_sample_36|24:agent_sample_40|25:lpt_batch|trans:lpt_batch,340,0.660827267,"[0, 291.983927, 326.006967195, 11.0, 32.0, 61.580674]",0,291.983927,326.006967195,11.0,32.0,61.580674,0,291.983927,326.006967195,11.0,32.0,61.580674,0.727661084,1.962353065,6.364102565,0.80723076
6660,72,15,72,22:agent_sample_19|23:agent_sample_24|24:agent_sample_24|25:agent_sample_18|trans:agent_sample_22,340,0.538821477,"[0, 102.120071, 273.315109124, 8.0, 28.0, 99.636745]",0,102.120071,273.315109124,8.0,28.0,99.636745,0,102.120071,273.315109124,8.0,28.0,99.636745,0.971866477,1.388888888,7.821428571,2.30772943
6661,182,15,182,22:best_fit_lth|23:agent_sample_49|24:agent_sample_16|25:agent_sample_44|trans:lpt_batch,340,2.265382004,"[0, 326.868302, 353.204999548, 11.0, 25.0, 83.093292]",0,326.868302,353.204999548,11.0,25.0,83.093292,0,326.868302,353.204999548,11.0,25.0,83.093292,0.999148751,2.124558204,7.439454692,0.954585594
6662,180,15,180,22:lpt_batch|23:agent_sample_44|24:lpt_batch|25:agent_sample_54|trans:agent_sample_25,340,0.563854915,"[0, 244.033742, 482.603520719, 20.0, 53.0, 52.668099]",0,244.033742,482.603520719,20.0,53.0,52.668099,0,244.033742,482.603520719,20.0,53.0,52.668099,0.987651204,2.163197492,6.075107786,0.461379553
6663,132,15,132,22:lpt_batch|23:agent_sample_36|24:lpt_batch|25:agent_greedy|trans:lpt_batch,340,0.53216497,"[0, 192.279766, 293.85238189, 13.0, 50.0, 55.044027]",0,192.279766,293.85238189,13.0,50.0,55.044027,0,192.279766,293.85238189,13.0,50.0,55.044027,0.690008714,1.981954887,7.167919799,0.63016315
6664,141,15,141,22:lpt_batch|23:agent_sample_14|24:agent_sample_19|25:agent_sample_57|trans:lpt_batch,340,0.627485126,"[0, 176.512611, 435.022966722, 13.0, 30.0, 16.036475]",0,176.512611,435.022966722,13.0,30.0,16.036475,0,176.512611,435.022966722,13.0,30.0,16.036475,1.027112344,1.989689579,4.447152641,0.210181825
6665,225,15,225,22:lpt_batch|23:agent_sample_8|24:lpt_batch|25:lpt_batch|trans:agent_greedy,340,0.788222241,"[0, 291.66486, 556.824835164, 18.0, 62.0, 49.577556]",0,291.66486,556.824835164,18.0,62.0,49.577556,0,291.66486,556.824835164,18.0,62.0,49.577556,0.703300053,1.221638269,7.583107156,0.35403227
6666,102,15,102,22:agent_sample_43|23:agent_sample_35|24:agent_sample_42|25:agent_greedy|trans:agent_sample_16,340,0.587027401,"[0, 174.894805, 276.453413299, 7.0, 19.0, 56.158725]",0,174.894805,276.453413299,7.0,19.0,56.158725,0,174.894805,276.453413299,7.0,19.0,56.158725,0.919759787,0.706493507,11.05,1.10775561
6667,159,15,159,22:agent_sample_34|23:agent_sample_23|24:agent_sample_62|25:agent_sample_52|trans:agent_sample_7,340,0.54979862,"[0, 204.162185, 259.848383771, 23.0, 44.0, 37.28002]",0,204.162185,259.848383771,23.0,44.0,37.28002,0,204.162185,259.848383771,23.0,44.0,37.28002,0.517555835,3.140289855,8.090025063,0.351337171
6668,136,15,136,22:agent_sample_33|23:agent_sample_56|24:agent_sample_58|25:agent_sample_59|trans:agent_sample_24,340,0.51526652,"[0, 183.926171, 264.980267264, 14.0, 39.0, 26.410486]",0,183.926171,264.980267264,14.0,39.0,26.410486,0,183.926171,264.980267264,14.0,39.0,26.410486,0.596537665,1.9642636,6.178321678,0.357471346
6669,156,15,156,22:agent_sample_63|23:agent_sample_22|24:agent_sample_54|25:agent_sample_14|trans:agent_sample_36,340,0.474111116,"[0, 172.942037, 181.236876812, 6.0, 31.0, 30.817231]",0,172.942037,181.236876812,6.0,31.0,30.817231,0,172.942037,181.236876812,6.0,31.0,30.817231,0.490978196,0.808850809,5.725174826,0.329081147
6670,156,15,156,22:agent_sample_22|23:agent_sample_21|24:agent_sample_13|25:agent_sample_8|trans:lpt_batch,340,0.599949604,"[0, 217.81351, 269.388377614, 18.0, 34.0, 86.684569]",0,217.81351,269.388377614,18.0,34.0,86.684569,0,217.81351,269.388377614,18.0,34.0,86.684569,0.661317646,3.063369964,8.014229249,0.897773023
6671,92,15,92,22:agent_sample_30|23:long_cut_batch|24:agent_sample_23|25:agent_sample_27|trans:agent_sample_28,340,0.544264096,"[0, 98.134741, 331.498342976, 9.0, 19.0, 60.132814]",0,98.134741,331.498342976,9.0,19.0,60.132814,0,98.134741,331.498342976,9.0,19.0,60.132814,0.869331976,2.003839638,9.141456583,0.778077358
6672,185,15,185,22:agent_sample_9|23:agent_greedy|24:agent_sample_57|25:lpt_batch|trans:lpt_batch,340,0.533687502,"[0, 315.79283, 270.682843923, 13.0, 28.0, 44.57015]",0,315.79283,270.682843923,13.0,28.0,44.57015,0,315.79283,270.682843923,13.0,28.0,44.57015,0.528180933,2.705263158,5.943056944,0.434610553
6673,126,15,126,22:best_fit_lth|23:agent_sample_33|24:long_bevel_batch|25:agent_sample_23|trans:agent_sample_50,340,1.427955228,"[0, 213.367279, 310.629208338, 4.0, 21.0, 112.373311]",0,213.367279,310.629208338,4.0,21.0,112.373311,0,213.367279,310.629208338,4.0,21.0,112.373311,2.024808816,1.179452691,6.037001596,2.141233259
6674,197,15,197,22:agent_sample_44|23:lpt_batch|24:agent_sample_2|25:agent_sample_53|trans:lpt_batch,340,0.601865554,"[0, 284.789247, 458.533962587, 11.0, 39.0, 41.216519]",0,284.789247,458.533962587,11.0,39.0,41.216519,0,284.789247,458.533962587,11.0,39.0,41.216519,0.933714803,1.76898118,6.682738096,0.426507286
6675,157,15,157,22:agent_sample_36|23:lpt_batch|24:agent_sample_28|25:lpt_batch|trans:agent_sample_57,340,0.679218841,"[0, 236.530094, 375.235599732, 15.0, 45.0, 37.067621]",0,236.530094,375.235599732,15.0,45.0,37.067621,0,236.530094,375.235599732,15.0,45.0,37.067621,1.142404976,2.428282244,6.876971045,0.457664281
6676,175,15,175,22:agent_sample_52|23:best_fit_lth|24:agent_sample_31|25:agent_sample_33|trans:lpt_batch,340,1.078143275,"[0, 305.630981, 229.899671336, 14.0, 24.0, 58.825605]",0,305.630981,229.899671336,14.0,24.0,58.825605,0,305.630981,229.899671336,14.0,24.0,58.825605,0.509821336,2.280661331,5.573438071,0.525664263
6677,180,15,180,22:lpt_batch|23:agent_sample_23|24:agent_sample_5|25:agent_sample_35|trans:agent_greedy,340,0.688689286,"[0, 221.156339, 389.514733405, 16.0, 47.0, 78.17863]",0,221.156339,389.514733405,16.0,47.0,78.17863,0,221.156339,389.514733405,16.0,47.0,78.17863,0.799337537,1.884004884,7.364219114,0.647456179
6678,159,15,159,22:agent_sample_51|23:agent_sample_41|24:lpt_batch|25:agent_sample_45|trans:agent_sample_46,340,0.65793708,"[0, 165.740837, 548.926207022, 23.0, 54.0, 65.106782]",0,165.740837,548.926207022,23.0,54.0,65.106782,0,165.740837,548.926207022,23.0,54.0,65.106782,0.99078788,2.518917925,5.656468531,0.540919346
6679,201,15,201,22:lpt_batch|23:agent_sample_25|24:lpt_batch|25:agent_sample_32|trans:agent_greedy,340,0.63204549,"[0, 187.169477, 334.346160242, 8.0, 37.0, 24.312359]",0,187.169477,334.346160242,8.0,37.0,24.312359,0,187.169477,334.346160242,8.0,37.0,24.312359,0.647836096,0.767668367,5.665578405,0.219339327
6680,101,15,101,22:agent_sample_48|23:agent_sample_30|24:agent_sample_49|25:agent_sample_46|trans:agent_sample_35,340,0.636939114,"[0, 166.371154, 114.567453526, 8.0, 24.0, 53.531364]",0,166.371154,114.567453526,8.0,24.0,53.531364,0,166.371154,114.567453526,8.0,24.0,53.531364,0.45071504,1.981399245,7.248484849,0.881051549
6681,245,15,245,22:lpt_batch|23:agent_sample_2|24:lpt_batch|25:agent_sample_20|trans:lpt_batch,340,0.66875717,"[0, 293.987828, 595.232229718, 16.0, 42.0, 27.240205]",0,293.987828,595.232229718,16.0,42.0,27.240205,0,293.987828,595.232229718,16.0,42.0,27.240205,0.747576693,1.455612622,3.241776374,0.195443316
6682,109,15,109,22:agent_sample_49|23:agent_sample_19|24:agent_sample_51|25:agent_sample_22|trans:agent_sample_44,340,0.637437922,"[0, 146.13543, 158.813883523, 10.0, 21.0, 66.674046]",0,146.13543,158.813883523,10.0,21.0,66.674046,0,146.13543,158.813883523,10.0,21.0,66.674046,0.442753605,2.129372841,4.749750249,1.034233281
6683,147,15,147,22:agent_sample_25|23:agent_sample_59|24:agent_sample_62|25:lpt_batch|trans:agent_sample_42,340,0.496062133,"[0, 155.709348, 582.293777629, 17.0, 40.0, 62.978263]",0,155.709348,582.293777629,17.0,40.0,62.978263,0,155.709348,582.293777629,17.0,40.0,62.978263,0.967726102,2.358730158,5.596794028,0.558039411
6684,142,15,142,22:lpt_batch|23:agent_sample_39|24:agent_sample_32|25:lpt_batch|trans:lpt_batch,340,0.576868421,"[0, 135.028242, 664.283918033, 21.0, 34.0, 50.272583]",0,135.028242,664.283918033,21.0,34.0,50.272583,0,135.028242,664.283918033,21.0,34.0,50.272583,1.288301865,2.319444444,3.831109751,0.461489273
6685,206,15,206,22:agent_sample_47|23:lpt_batch|24:agent_sample_18|25:lpt_batch|trans:lpt_batch,340,0.748074162,"[0, 280.17376, 483.746992452, 18.0, 47.0, 54.256544]",0,280.17376,483.746992452,18.0,47.0,54.256544,0,280.17376,483.746992452,18.0,47.0,54.256544,0.951848894,2.304099379,6.791833449,0.587204618
6686,180,15,180,22:agent_sample_46|23:agent_sample_60|24:agent_sample_10|25:lpt_batch|trans:agent_sample_50,340,0.50912925,"[0, 206.439012, 175.384687684, 11.0, 47.0, 24.146056]",0,206.439012,175.384687684,11.0,47.0,24.146056,0,206.439012,175.384687684,11.0,47.0,24.146056,0.302935564,1.203913049,7.047462743,0.210294449
6687,43,15,43,22:agent_greedy|23:agent_sample_17|24:agent_sample_48|25:lpt_batch|trans:long_cut_batch,340,1.057161137,"[0, 71.879729, 187.021453141, 9.0, 18.0, 54.061503]",0,71.879729,187.021453141,9.0,18.0,54.061503,0,71.879729,187.021453141,9.0,18.0,54.061503,1.30824264,2.650793651,9.01010101,1.473343212
6688,200,15,200,22:agent_sample_29|23:agent_sample_46|24:agent_sample_18|25:agent_greedy|trans:lpt_batch,340,0.706083238,"[0, 310.23261, 490.676879422, 20.0, 43.0, 45.328882]",0,310.23261,490.676879422,20.0,43.0,45.328882,0,310.23261,490.676879422,20.0,43.0,45.328882,1.355839372,3.046943718,6.547294372,0.446699487
6689,193,15,193,22:agent_sample_43|23:agent_sample_19|24:lpt_batch|25:agent_sample_25|trans:lpt_batch,340,0.557565033,"[0, 279.45103, 319.037953131, 16.0, 37.0, 50.216773]",0,279.45103,319.037953131,16.0,37.0,50.216773,0,279.45103,319.037953131,16.0,37.0,50.216773,0.553810297,1.852216749,5.815211104,0.414274709
6690,57,15,57,22:long_bevel_batch|23:agent_greedy|24:agent_greedy|25:agent_sample_3|trans:agent_sample_26,340,0.369980763,"[0, 118.336626, 503.11043691, 9.0, 23.0, 139.375694]",0,118.336626,503.11043691,9.0,23.0,139.375694,0,118.336626,503.11043691,9.0,23.0,139.375694,4.880143627,3.512121213,11.366666667,3.695546269
6691,179,15,179,22:agent_greedy|23:lpt_batch|24:agent_sample_21|25:agent_sample_49|trans:lpt_batch,340,0.487114316,"[0, 236.914069, 613.701145807, 24.0, 38.0, 44.545342]",0,236.914069,613.701145807,24.0,38.0,44.545342,0,236.914069,613.701145807,24.0,38.0,44.545342,1.206809688,2.938380906,4.531746032,0.466212926
6692,239,15,239,22:agent_sample_23|23:agent_sample_50|24:agent_sample_54|25:lpt_batch|trans:lpt_batch,340,0.637842703,"[0, 305.910095, 205.304918041, 13.0, 52.0, 64.387561]",0,305.910095,205.304918041,13.0,52.0,64.387561,0,305.910095,205.304918041,13.0,52.0,64.387561,0.315607589,1.252645503,6.124741201,0.585927278
6693,79,15,79,22:agent_sample_13|23:agent_sample_14|24:agent_sample_61|25:agent_greedy|trans:agent_sample_28,340,0.454574662,"[0, 113.622516, 273.278450704, 14.0, 37.0, 75.514919]",0,113.622516,273.278450704,14.0,37.0,75.514919,0,113.622516,273.278450704,14.0,37.0,75.514919,0.885050984,2.815789474,7.326680338,1.050139347
6694,161,15,161,22:agent_sample_37|23:best_fit_lth|24:agent_sample_15|25:agent_greedy|trans:lpt_batch,340,1.658985102,"[0, 265.973722, 298.184519698, 8.0, 31.0, 98.00923]",0,265.973722,298.184519698,8.0,31.0,98.00923,0,265.973722,298.184519698,8.0,31.0,98.00923,0.709235566,1.753885457,6.617989417,1.434723602
6695,115,15,115,22:agent_sample_12|23:agent_sample_60|24:agent_sample_49|25:agent_sample_45|trans:agent_sample_33,340,0.47264142,"[0, 155.350093, 242.445383586, 16.0, 17.0, 44.322869]",0,155.350093,242.445383586,16.0,17.0,44.322869,0,155.350093,242.445383586,16.0,17.0,44.322869,0.839723397,2.985294118,5.352941176,0.782653696
6696,187,15,187,22:agent_sample_29|23:agent_sample_52|24:agent_sample_20|25:agent_sample_60|trans:agent_sample_17,340,0.454744256,"[0, 265.648022, 661.628724706, 19.0, 33.0, 46.261355]",0,265.648022,661.628724706,19.0,33.0,46.261355,0,265.648022,661.628724706,19.0,33.0,46.261355,1.184945544,2.349206349,4.952495446,0.40230923
6697,92,15,92,22:agent_sample_55|23:agent_sample_25|24:agent_sample_10|25:agent_sample_5|trans:agent_sample_47,340,0.63741731,"[0, 122.07283, 563.016597989, 20.0, 32.0, 47.309085]",0,122.07283,563.016597989,20.0,32.0,47.309085,0,122.07283,563.016597989,20.0,32.0,47.309085,1.298799322,3.283954032,4.398550725,0.629322168
6698,127,15,127,22:agent_sample_9|23:agent_sample_2|24:agent_sample_12|25:lpt_batch|trans:lpt_batch,340,0.697390437,"[0, 249.848778, 397.963332113, 7.0, 34.0, 108.771967]",0,249.848778,397.963332113,7.0,34.0,108.771967,0,249.848778,397.963332113,7.0,34.0,108.771967,1.65659541,1.395115623,9.721571907,1.987938208
6699,138,15,138,22:agent_sample_38|23:agent_sample_56|24:agent_sample_4|25:agent_sample_61|trans:agent_sample_64,340,0.570376217,"[0, 196.630022, 182.194673859, 13.0, 12.0, 71.526361]",0,196.630022,182.194673859,13.0,12.0,71.526361,0,196.630022,182.194673859,13.0,12.0,71.526361,0.573700018,2.322103089,4.318650793,1.038219103
6700,223,15,223,22:agent_sample_30|23:agent_sample_23|24:agent_sample_45|25:long_bevel_batch|trans:lpt_batch,340,10.590884292,"[0, 254.038833, 423.894405805, 8.0, 62.0, 41.454269]",0,254.038833,423.894405805,8.0,62.0,41.454269,0,254.038833,423.894405805,8.0,62.0,41.454269,0.54691526,0.762643245,5.226521654,0.268306323
6701,160,15,160,22:agent_sample_18|23:lpt_batch|24:agent_sample_6|25:agent_sample_18|trans:long_bevel_batch,340,10.300719672,"[0, 214.141687, 260.709873232, 9.0, 37.0, 27.581952]",0,214.141687,260.709873232,9.0,37.0,27.581952,0,214.141687,260.709873232,9.0,37.0,27.581952,0.513889862,1.288584643,6.633503836,0.317919531
6702,143,15,143,22:agent_greedy|23:agent_sample_10|24:lpt_batch|25:agent_sample_40|trans:agent_sample_39,340,0.425804257,"[0, 175.808498, 323.086654609, 15.0, 40.0, 44.853221]",0,175.808498,323.086654609,15.0,40.0,44.853221,0,175.808498,323.086654609,15.0,40.0,44.853221,0.566635783,1.575889877,5.133971292,0.387682608
6703,148,15,148,22:lpt_batch|23:agent_sample_28|24:lpt_batch|25:lpt_batch|trans:agent_sample_4,340,0.675817096,"[0, 190.675528, 291.333852718, 16.0, 41.0, 68.635002]",0,190.675528,291.333852718,16.0,41.0,68.635002,0,190.675528,291.333852718,16.0,41.0,68.635002,0.902875363,2.159523808,6.416291292,0.656191943
6704,147,15,147,22:agent_sample_54|23:agent_sample_33|24:agent_sample_27|25:agent_sample_2|trans:agent_sample_54,340,0.788779378,"[0, 236.654553, 175.320675673, 6.0, 21.0, 74.339445]",0,236.654553,175.320675673,6.0,21.0,74.339445,0,236.654553,175.320675673,6.0,21.0,74.339445,0.738662341,1.25054945,5.561067821,1.058392415
6705,112,15,112,22:agent_sample_26|23:agent_sample_16|24:agent_sample_24|25:agent_sample_29|trans:lpt_batch,340,0.621083534,"[0, 174.420228, 187.406064814, 7.0, 22.0, 87.760174]",0,174.420228,187.406064814,7.0,22.0,87.760174,0,174.420228,187.406064814,7.0,22.0,87.760174,0.70882312,1.55096525,3.748063721,1.45822318
6706,161,15,161,22:agent_sample_63|23:agent_sample_13|24:lpt_batch|25:lpt_batch|trans:agent_sample_64,340,0.639249456,"[0, 243.99961, 326.489715894, 11.0, 36.0, 51.978697]",0,243.99961,326.489715894,11.0,36.0,51.978697,0,243.99961,326.489715894,11.0,36.0,51.978697,0.648113043,1.678470598,4.962987013,0.397984409
6707,200,15,200,22:agent_sample_12|23:agent_sample_16|24:agent_sample_47|25:lpt_batch|trans:lpt_batch,340,0.73858856,"[0, 238.257152, 509.405613031, 9.0, 38.0, 28.393623]",0,238.257152,509.405613031,9.0,38.0,28.393623,0,238.257152,509.405613031,9.0,38.0,28.393623,1.124081867,1.074224599,3.405926751,0.231919194
6708,178,15,178,22:agent_sample_51|23:agent_sample_36|24:agent_sample_36|25:lpt_batch|trans:lpt_batch,340,0.760001957,"[0, 241.026806, 407.902536903, 9.0, 33.0, 51.591732]",0,241.026806,407.902536903,9.0,33.0,51.591732,0,241.026806,407.902536903,9.0,33.0,51.591732,1.083103764,1.314258373,4.962594268,0.5778372
6709,235,15,235,22:lpt_batch|23:agent_sample_11|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,0.779528236,"[0, 287.011808, 569.130388113, 22.0, 36.0, 52.427553]",0,287.011808,569.130388113,22.0,36.0,52.427553,0,287.011808,569.130388113,22.0,36.0,52.427553,0.951127283,1.91927616,3.122315593,0.295098818
6710,64,15,64,22:agent_sample_13|23:agent_sample_17|24:agent_sample_13|25:agent_sample_57|trans:agent_sample_10,340,0.451441467,"[0, 175.261523, 488.905564101, 4.0, 12.0, 164.625109]",0,175.261523,488.905564101,4.0,12.0,164.625109,0,175.261523,488.905564101,4.0,12.0,164.625109,2.768797153,2.07505176,7.5,2.385365774
6711,93,15,93,22:agent_sample_22|23:agent_sample_26|24:agent_sample_11|25:agent_sample_23|trans:agent_sample_21,340,0.497437108,"[0, 152.005662, 402.054795816, 4.0, 23.0, 133.957599]",0,152.005662,402.054795816,4.0,23.0,133.957599,0,152.005662,402.054795816,4.0,23.0,133.957599,2.049786616,0.856304986,7.901729849,2.201985158
6712,113,15,113,22:agent_sample_45|23:agent_sample_39|24:agent_sample_38|25:agent_sample_10|trans:agent_sample_13,340,0.582202142,"[0, 127.956698, 206.072131252, 13.0, 29.0, 46.245315]",0,127.956698,206.072131252,13.0,29.0,46.245315,0,127.956698,206.072131252,13.0,29.0,46.245315,0.491095375,2.085831201,5.932511932,0.559050685
6713,168,15,168,22:agent_sample_10|23:long_cut_batch|24:agent_sample_9|25:agent_sample_64|trans:agent_sample_56,340,1.187646329,"[0, 226.060654, 621.0455208, 15.0, 42.0, 70.150362]",0,226.060654,621.0455208,15.0,42.0,70.150362,0,226.060654,621.0455208,15.0,42.0,70.150362,1.545615135,2.556452427,5.956060606,0.724192721
6714,127,15,127,22:agent_sample_16|23:agent_sample_10|24:long_bevel_batch|25:agent_sample_12|trans:lpt_batch,340,1.521715158,"[0, 211.781908, 278.462672515, 4.0, 30.0, 66.576281]",0,211.781908,278.462672515,4.0,30.0,66.576281,0,211.781908,278.462672515,4.0,30.0,66.576281,1.609596823,0.810606061,6.395789474,1.317904902
6715,122,15,122,22:agent_sample_18|23:agent_greedy|24:agent_sample_26|25:agent_sample_50|trans:agent_sample_18,340,0.62304458,"[0, 184.617114, 284.075586235, 5.0, 22.0, 113.229349]",0,184.617114,284.075586235,5.0,22.0,113.229349,0,184.617114,284.075586235,5.0,22.0,113.229349,1.625452985,0.48951049,5.561332785,2.010431338
6716,112,15,112,22:agent_sample_17|23:lpt_batch|24:agent_sample_2|25:agent_sample_64|trans:agent_sample_20,340,0.672411501,"[0, 144.277366, 620.779398987, 24.0, 31.0, 62.388092]",0,144.277366,620.779398987,24.0,31.0,62.388092,0,144.277366,620.779398987,24.0,31.0,62.388092,1.38058812,3.2,4.927489178,0.844558515
6717,113,15,113,22:agent_sample_38|23:agent_sample_10|24:agent_sample_51|25:agent_sample_52|trans:agent_sample_26,340,0.842207217,"[0, 212.030262, 724.651766341, 18.0, 41.0, 67.249918]",0,212.030262,724.651766341,18.0,41.0,67.249918,0,212.030262,724.651766341,18.0,41.0,67.249918,1.654338758,2.914215686,10.15990676,0.842858422
6718,89,15,89,22:agent_sample_5|23:agent_sample_30|24:agent_sample_13|25:agent_sample_16|trans:agent_sample_14,340,0.691508484,"[0, 152.371115, 271.378236846, 10.0, 25.0, 108.428657]",0,152.371115,271.378236846,10.0,25.0,108.428657,0,152.371115,271.378236846,10.0,25.0,108.428657,0.865794325,1.997490431,9.216666667,1.204456117
6719,87,15,87,22:agent_sample_17|23:agent_sample_17|24:agent_sample_39|25:agent_sample_14|trans:agent_sample_24,340,0.599535704,"[0, 106.344445, 179.205255979, 10.0, 33.0, 77.711431]",0,106.344445,179.205255979,10.0,33.0,77.711431,0,106.344445,179.205255979,10.0,33.0,77.711431,0.756661968,2.170506305,12.188235294,1.181180793
