episode,job_count,machine_count,selection_count,best_source,candidate_count,loss,score_json,hard_violation_count,makespan,bay_internal_cut_length_gap,bay_internal_wo_count_gap,bay_internal_bevel_quantity_gap,bay_internal_occupancy_gap,raw_hard_violation_count,raw_makespan,raw_bay_internal_cut_length_gap,raw_bay_internal_wo_count_gap,raw_bay_internal_bevel_quantity_gap,raw_bay_internal_occupancy_gap,normalized_bay_internal_cut_length_gap,normalized_bay_internal_wo_count_gap,normalized_bay_internal_bevel_quantity_gap,normalized_bay_internal_occupancy_gap
6578,72,15,72,22:long_bevel_batch|23:agent_greedy|24:agent_greedy|25:agent_sample_39|trans:agent_sample_44,340,0.698644559,"[0, 137.075254, 343.955468882, 6.0, 18.0, 105.93528]",0,137.075254,343.955468882,6.0,18.0,105.93528,0,137.075254,343.955468882,6.0,18.0,105.93528,4.539930443,2.019047619,7.968253968,3.129085859
6579,80,15,80,22:agent_sample_13|23:agent_sample_24|24:long_bevel_batch|25:agent_sample_20|trans:agent_greedy,340,1.442170453,"[0, 86.903886, 410.474891913, 11.0, 26.0, 91.596633]",0,86.903886,410.474891913,11.0,26.0,91.596633,0,86.903886,410.474891913,11.0,26.0,91.596633,1.459162757,2.157142857,9.183982683,1.434332023
6580,154,15,154,22:agent_sample_40|23:agent_sample_57|24:agent_sample_34|25:agent_sample_39|trans:agent_sample_51,340,0.543443698,"[0, 227.274392, 376.722370195, 17.0, 17.0, 123.294437]",0,227.274392,376.722370195,17.0,17.0,123.294437,0,227.274392,376.722370195,17.0,17.0,123.294437,0.740466372,2.745266106,3.903508772,1.220119586
6581,196,15,196,22:agent_sample_25|23:agent_sample_31|24:agent_sample_59|25:agent_sample_54|trans:agent_sample_57,340,0.697670269,"[0, 311.318178, 442.752425196, 10.0, 42.0, 31.176562]",0,311.318178,442.752425196,10.0,42.0,31.176562,0,311.318178,442.752425196,10.0,42.0,31.176562,1.001768093,1.891326908,7.589215685,0.504833342
6582,172,15,172,22:agent_sample_19|23:agent_greedy|24:agent_sample_50|25:agent_sample_30|trans:agent_sample_30,340,0.481148368,"[0, 202.865059, 516.51087359, 18.0, 27.0, 48.567769]",0,202.865059,516.51087359,18.0,27.0,48.567769,0,202.865059,516.51087359,18.0,27.0,48.567769,0.910289428,1.890440556,6.645306448,0.446998413
6583,81,15,81,22:agent_sample_56|23:agent_sample_29|24:best_fit_lth|25:agent_sample_13|trans:agent_sample_26,340,0.955304474,"[0, 132.862728, 449.54899414, 2.0, 17.0, 113.907007]",0,132.862728,449.54899414,2.0,17.0,113.907007,0,132.862728,449.54899414,2.0,17.0,113.907007,1.911854312,0.443636364,5.648484849,1.96236629
6584,218,15,218,22:agent_sample_3|23:agent_sample_51|24:agent_sample_19|25:agent_sample_31|trans:lpt_batch,340,0.783791602,"[0, 375.916964, 424.448653916, 20.0, 20.0, 77.476914]",0,375.916964,424.448653916,20.0,20.0,77.476914,0,375.916964,424.448653916,20.0,20.0,77.476914,0.63123894,2.948170822,4.865065064,0.650515604
6585,162,15,162,22:agent_sample_36|23:agent_sample_20|24:agent_sample_52|25:agent_sample_15|trans:agent_sample_28,340,0.536420119,"[0, 241.718021, 185.24219687, 15.0, 44.0, 51.488137]",0,241.718021,185.24219687,15.0,44.0,51.488137,0,241.718021,185.24219687,15.0,44.0,51.488137,0.453999443,2.962834224,6.467980296,0.818282997
6586,78,15,78,22:agent_sample_35|23:agent_sample_27|24:agent_sample_27|25:agent_greedy|trans:agent_sample_12,340,0.615253115,"[0, 125.24492, 172.669891746, 9.0, 38.0, 67.295986]",0,125.24492,172.669891746,9.0,38.0,67.295986,0,125.24492,172.669891746,9.0,38.0,67.295986,0.730135426,1.450549451,11.858974359,1.086807836
6587,134,15,134,22:agent_sample_35|23:agent_greedy|24:agent_sample_41|25:agent_sample_13|trans:agent_sample_11,340,0.48237043,"[0, 118.350046, 148.523203279, 13.0, 25.0, 35.70786]",0,118.350046,148.523203279,13.0,25.0,35.70786,0,118.350046,148.523203279,13.0,25.0,35.70786,0.311022338,1.473163678,3.442577031,0.390615725
6588,79,15,79,22:agent_sample_41|23:agent_sample_6|24:agent_sample_22|25:agent_sample_10|trans:agent_sample_13,340,0.65314644,"[0, 104.439799, 267.312384966, 2.0, 19.0, 127.476334]",0,104.439799,267.312384966,2.0,19.0,127.476334,0,104.439799,267.312384966,2.0,19.0,127.476334,1.44821611,0.461956522,6.92063492,2.403768603
6589,120,15,120,22:agent_sample_52|23:agent_greedy|24:agent_greedy|25:agent_sample_46|trans:lpt_batch,340,0.468832368,"[0, 223.522656, 313.954218944, 8.0, 19.0, 103.348126]",0,223.522656,313.954218944,8.0,19.0,103.348126,0,223.522656,313.954218944,8.0,19.0,103.348126,1.456286457,1.055319148,7.737142857,1.875207038
6590,97,15,97,22:agent_sample_57|23:agent_sample_17|24:agent_sample_24|25:agent_sample_49|trans:agent_sample_45,340,0.60568462,"[0, 160.50692, 187.955319403, 6.0, 29.0, 68.326082]",0,160.50692,187.955319403,6.0,29.0,68.326082,0,160.50692,187.955319403,6.0,29.0,68.326082,0.608401763,0.670454546,10.003508772,1.50652686
6591,196,15,196,22:agent_sample_4|23:agent_sample_12|24:agent_sample_18|25:lpt_batch|trans:lpt_batch,340,0.644522846,"[0, 318.704833, 252.07917507, 9.0, 39.0, 69.390484]",0,318.704833,252.07917507,9.0,39.0,69.390484,0,318.704833,252.07917507,9.0,39.0,69.390484,0.629092906,1.898245614,5.52094536,0.910172695
6592,162,15,162,22:agent_sample_6|23:agent_sample_15|24:agent_sample_8|25:agent_sample_9|trans:agent_sample_29,340,0.516824991,"[0, 223.792438, 484.589283964, 22.0, 44.0, 98.654143]",0,223.792438,484.589283964,22.0,44.0,98.654143,0,223.792438,484.589283964,22.0,44.0,98.654143,1.023706401,2.843366778,5.754760073,0.899076064
6593,77,15,77,22:agent_greedy|23:agent_greedy|24:agent_greedy|25:lpt_batch|trans:agent_sample_13,340,0.163416257,"[0, 158.870455, 412.808437343, 6.0, 15.0, 145.712084]",0,158.870455,412.808437343,6.0,15.0,145.712084,0,158.870455,412.808437343,6.0,15.0,145.712084,5.788145069,2.905627705,7.352941176,4.617370493
6594,168,15,168,22:agent_sample_34|23:agent_sample_31|24:agent_sample_33|25:agent_sample_39|trans:agent_sample_48,340,0.547912818,"[0, 241.58006, 391.969504493, 22.0, 45.0, 49.415006]",0,241.58006,391.969504493,22.0,45.0,49.415006,0,241.58006,391.969504493,22.0,45.0,49.415006,0.78767372,3.064135353,5.295698925,0.509081263
6595,107,15,107,22:agent_sample_10|23:lpt_batch|24:agent_sample_8|25:agent_sample_62|trans:agent_sample_39,340,0.785854572,"[0, 157.03297, 512.851753203, 19.0, 24.0, 88.247129]",0,157.03297,512.851753203,19.0,24.0,88.247129,0,157.03297,512.851753203,19.0,24.0,88.247129,1.350535666,2.925,8.393464052,1.329952681
6596,102,15,102,22:agent_sample_13|23:agent_sample_22|24:agent_sample_50|25:agent_sample_10|trans:agent_sample_25,340,0.451355022,"[0, 122.577023, 344.271624601, 14.0, 30.0, 52.227147]",0,122.577023,344.271624601,14.0,30.0,52.227147,0,122.577023,344.271624601,14.0,30.0,52.227147,0.929526571,2.461818182,6.888721804,0.586636728
6597,126,15,126,22:agent_sample_17|23:agent_sample_17|24:agent_sample_7|25:agent_sample_35|trans:agent_greedy,340,0.511780691,"[0, 190.271596, 206.088465515, 14.0, 44.0, 84.06097]",0,190.271596,206.088465515,14.0,44.0,84.06097,0,190.271596,206.088465515,14.0,44.0,84.06097,0.602576417,2.274515475,6.826130031,0.973877893
6598,86,15,86,22:agent_sample_12|23:agent_sample_28|24:agent_sample_31|25:agent_sample_11|trans:agent_sample_9,340,0.500652507,"[0, 174.701038, 167.266547557, 4.0, 15.0, 95.112965]",0,174.701038,167.266547557,4.0,15.0,95.112965,0,174.701038,167.266547557,4.0,15.0,95.112965,1.44498999,1.381976446,6.580952381,2.034183147
6599,153,15,153,22:agent_sample_57|23:agent_sample_24|24:agent_sample_64|25:agent_sample_23|trans:lpt_batch,340,0.478975284,"[0, 228.040385, 254.211205344, 17.0, 34.0, 43.011812]",0,228.040385,254.211205344,17.0,34.0,43.011812,0,228.040385,254.211205344,17.0,34.0,43.011812,0.53662075,2.182267688,5.14031746,0.463043097
6600,62,15,62,22:agent_sample_64|23:agent_sample_14|24:agent_sample_7|25:agent_sample_6|trans:agent_sample_12,340,0.716077745,"[0, 128.722499, 256.947847813, 4.0, 16.0, 85.822122]",0,128.722499,256.947847813,4.0,16.0,85.822122,0,128.722499,256.947847813,4.0,16.0,85.822122,1.283329844,0.4,5.193939394,1.572497487
6601,127,15,127,22:agent_sample_13|23:agent_greedy|24:agent_sample_45|25:agent_sample_53|trans:lpt_batch,340,0.63020156,"[0, 244.566758, 249.700366018, 5.0, 39.0, 85.91873]",0,244.566758,249.700366018,5.0,39.0,85.91873,0,244.566758,249.700366018,5.0,39.0,85.91873,1.092938276,1.572161173,9.893061045,1.762953365
6602,51,15,51,22:agent_greedy|23:agent_greedy|24:agent_sample_11|25:agent_sample_41|trans:agent_sample_32,340,0.338813186,"[0, 110.447931, 533.558461845, 8.0, 11.0, 104.026843]",0,110.447931,533.558461845,8.0,11.0,104.026843,0,110.447931,533.558461845,8.0,11.0,104.026843,3.0254549,2.671568628,7.479365079,2.219278375
6603,195,15,195,22:lpt_batch|23:agent_sample_20|24:agent_sample_52|25:agent_sample_50|trans:lpt_batch,340,0.536300713,"[0, 225.315537, 309.266184043, 9.0, 49.0, 47.020834]",0,225.315537,309.266184043,9.0,49.0,47.020834,0,225.315537,309.266184043,9.0,49.0,47.020834,0.590939708,1.180708181,6.810021787,0.447514455
6604,142,15,142,22:agent_sample_26|23:agent_sample_35|24:best_fit_lth|25:agent_sample_42|trans:lpt_batch,340,1.520183653,"[0, 230.828734, 536.136704715, 7.0, 23.0, 75.197696]",0,230.828734,536.136704715,7.0,23.0,75.197696,0,230.828734,536.136704715,7.0,23.0,75.197696,2.211661812,1.293779805,4.898989899,1.074928395
6605,157,15,157,22:agent_sample_19|23:agent_sample_39|24:agent_sample_29|25:agent_sample_12|trans:agent_sample_39,340,0.516507512,"[0, 208.251532, 318.762853216, 20.0, 48.0, 64.70752]",0,208.251532,318.762853216,20.0,48.0,64.70752,0,208.251532,318.762853216,20.0,48.0,64.70752,0.575975266,2.720289855,5.030166821,0.641558757
6606,134,15,134,22:agent_sample_49|23:agent_sample_14|24:agent_sample_18|25:agent_sample_34|trans:agent_sample_30,340,0.520206618,"[0, 203.657205, 490.867157574, 17.0, 38.0, 56.669099]",0,203.657205,490.867157574,17.0,38.0,56.669099,0,203.657205,490.867157574,17.0,38.0,56.669099,1.530520931,3.5259041,5.916544325,0.631634239
6607,201,15,201,22:lpt_batch|23:agent_sample_23|24:lpt_batch|25:lpt_batch|trans:agent_sample_33,340,0.697415847,"[0, 235.66921, 507.637210807, 14.0, 46.0, 34.69601]",0,235.66921,507.637210807,14.0,46.0,34.69601,0,235.66921,507.637210807,14.0,46.0,34.69601,1.035469491,1.301691729,3.753844742,0.287204483
6608,148,15,148,22:agent_sample_56|23:agent_sample_17|24:lpt_batch|25:agent_sample_17|trans:agent_sample_33,340,0.433764064,"[0, 184.26558, 361.467796012, 15.0, 51.0, 48.300544]",0,184.26558,361.467796012,15.0,51.0,48.300544,0,184.26558,361.467796012,15.0,51.0,48.300544,0.874995506,1.91497076,6.292857143,0.574759551
6609,106,15,106,22:agent_sample_50|23:agent_sample_30|24:agent_sample_60|25:agent_sample_21|trans:agent_sample_37,340,0.611797613,"[0, 163.248995, 318.758230478, 9.0, 31.0, 80.572274]",0,163.248995,318.758230478,9.0,31.0,80.572274,0,163.248995,318.758230478,9.0,31.0,80.572274,1.167248533,1.005860806,10.314285715,1.497971051
6610,184,15,184,22:agent_sample_31|23:agent_sample_12|24:agent_sample_34|25:agent_sample_16|trans:agent_sample_37,340,0.524280119,"[0, 270.547278, 390.651653408, 22.0, 38.0, 76.406795]",0,270.547278,390.651653408,22.0,38.0,76.406795,0,270.547278,390.651653408,22.0,38.0,76.406795,0.811057405,3.039056742,6.152380953,0.829057409
6611,81,15,81,22:agent_sample_56|23:agent_sample_31|24:agent_sample_59|25:agent_greedy|trans:agent_sample_32,340,0.557865378,"[0, 125.285252, 375.093737503, 8.0, 34.0, 163.018339]",0,125.285252,375.093737503,8.0,34.0,163.018339,0,125.285252,375.093737503,8.0,34.0,163.018339,1.462515208,1.728571428,9.705738705,2.403661838
6612,69,15,69,22:agent_sample_11|23:agent_greedy|24:agent_greedy|25:agent_sample_20|trans:agent_sample_40,340,0.376439178,"[0, 142.730532, 135.096215639, 5.0, 14.0, 125.391863]",0,142.730532,135.096215639,5.0,14.0,125.391863,0,142.730532,135.096215639,5.0,14.0,125.391863,1.287000115,1.896703296,8.381818182,2.606221198
6613,191,15,191,22:agent_sample_13|23:agent_sample_42|24:agent_sample_24|25:lpt_batch|trans:lpt_batch,340,0.886633629,"[0, 319.401012, 695.811046748, 18.0, 25.0, 67.918878]",0,319.401012,695.811046748,18.0,25.0,67.918878,0,319.401012,695.811046748,18.0,25.0,67.918878,1.344409777,2.730280628,6.671428571,0.97813986
6614,189,15,189,22:agent_sample_13|23:agent_sample_12|24:lpt_batch|25:agent_sample_64|trans:lpt_batch,340,0.565224802,"[0, 243.990594, 671.097962349, 23.0, 31.0, 43.869915]",0,243.990594,671.097962349,23.0,31.0,43.869915,0,243.990594,671.097962349,23.0,31.0,43.869915,1.386539535,2.852006453,4.093233082,0.400449927
6615,195,15,195,22:agent_sample_61|23:lpt_batch|24:agent_sample_19|25:lpt_batch|trans:agent_greedy,340,0.504087794,"[0, 266.056011, 413.787455926, 12.0, 39.0, 46.175195]",0,266.056011,413.787455926,12.0,39.0,46.175195,0,266.056011,413.787455926,12.0,39.0,46.175195,0.919970056,1.277738095,4.743324775,0.473730525
6616,84,15,84,22:agent_sample_60|23:agent_sample_23|24:agent_sample_10|25:agent_sample_56|trans:agent_sample_21,340,0.469557256,"[0, 134.867341, 500.04016053, 7.0, 31.0, 122.721547]",0,134.867341,500.04016053,7.0,31.0,122.721547,0,134.867341,500.04016053,7.0,31.0,122.721547,1.923528805,1.046296296,5.814035088,2.001196453
6617,71,15,71,22:best_fit_lth|23:agent_sample_7|24:agent_sample_13|25:agent_sample_25|trans:agent_sample_22,340,1.164086014,"[0, 137.23709, 478.196494732, 12.0, 18.0, 129.283884]",0,137.23709,478.196494732,12.0,18.0,129.283884,0,137.23709,478.196494732,12.0,18.0,129.283884,1.334970043,2.654761904,3.562378798,1.570830927
6618,102,15,102,22:agent_sample_4|23:agent_sample_26|24:agent_sample_9|25:lpt_batch|trans:agent_sample_8,340,0.722878337,"[0, 136.087269, 477.66692175, 8.0, 26.0, 79.799534]",0,136.087269,477.66692175,8.0,26.0,79.799534,0,136.087269,477.66692175,8.0,26.0,79.799534,2.207896731,2.095454545,6.01181379,1.398015627
6619,230,15,230,22:agent_sample_46|23:lpt_batch|24:agent_sample_16|25:lpt_batch|trans:lpt_batch,340,1.101940531,"[0, 354.30789, 527.46622028, 17.0, 46.0, 55.141615]",0,354.30789,527.46622028,17.0,46.0,55.141615,0,354.30789,527.46622028,17.0,46.0,55.141615,0.680973031,1.756938066,4.027061999,0.4224603
6620,165,15,165,22:agent_sample_60|23:agent_sample_60|24:agent_sample_64|25:lpt_batch|trans:lpt_batch,340,1.38256045,"[0, 252.35546, 162.371129236, 15.0, 26.0, 55.664862]",0,252.35546,162.371129236,15.0,26.0,55.664862,0,252.35546,162.371129236,15.0,26.0,55.664862,0.544333632,2.285463659,6.170787156,0.698044246
6621,220,15,220,22:agent_sample_55|23:agent_sample_53|24:agent_sample_32|25:lpt_batch|trans:lpt_batch,340,1.033969951,"[0, 290.073071, 121.16696292, 19.0, 23.0, 58.436438]",0,290.073071,121.16696292,19.0,23.0,58.436438,0,290.073071,121.16696292,19.0,23.0,58.436438,0.220079331,1.844416873,4.367742683,0.411789979
6622,106,15,106,22:best_fit_lth|23:agent_greedy|24:agent_sample_50|25:lpt_batch|trans:lpt_batch,340,1.151575479,"[0, 172.6184, 394.702570524, 4.0, 22.0, 168.354294]",0,172.6184,394.702570524,4.0,22.0,168.354294,0,172.6184,394.702570524,4.0,22.0,168.354294,2.330577399,0.986449864,8.059643256,2.791521685
6623,122,15,122,22:agent_sample_54|23:agent_sample_15|24:agent_sample_5|25:lpt_batch|trans:lpt_batch,340,1.14808079,"[0, 185.025844, 150.574078998, 14.0, 25.0, 57.724675]",0,185.025844,150.574078998,14.0,25.0,57.724675,0,185.025844,150.574078998,14.0,25.0,57.724675,0.495957694,2.451417004,8.522727273,0.557960625
6624,99,15,99,22:agent_sample_60|23:agent_sample_25|24:long_bevel_batch|25:agent_sample_20|trans:agent_sample_13,340,1.108825833,"[0, 153.748621, 436.052955738, 8.0, 34.0, 143.213831]",0,153.748621,436.052955738,8.0,34.0,143.213831,0,153.748621,436.052955738,8.0,34.0,143.213831,2.147684238,1.345793913,13.857142857,2.291030006
6625,205,15,205,22:agent_sample_51|23:agent_sample_44|24:agent_sample_51|25:lpt_batch|trans:lpt_batch,340,0.802090293,"[0, 303.178693, 517.24530851, 12.0, 33.0, 52.536871]",0,303.178693,517.24530851,12.0,33.0,52.536871,0,303.178693,517.24530851,12.0,33.0,52.536871,0.977974471,1.265780051,6.778296218,0.465234542
6626,168,15,168,22:agent_sample_51|23:agent_sample_16|24:agent_sample_7|25:agent_sample_41|trans:lpt_batch,340,0.652053738,"[0, 255.093893, 345.309289099, 17.0, 36.0, 90.893039]",0,255.093893,345.309289099,17.0,36.0,90.893039,0,255.093893,345.309289099,17.0,36.0,90.893039,0.777572323,2.576691729,8.278787878,1.090597199
6627,113,15,113,22:agent_sample_63|23:long_bevel_batch|24:agent_sample_23|25:lpt_batch|trans:agent_sample_51,340,0.734498775,"[0, 206.99698, 327.227104734, 6.0, 13.0, 111.78548]",0,206.99698,327.227104734,6.0,13.0,111.78548,0,206.99698,327.227104734,6.0,13.0,111.78548,1.75038696,1.410436592,7.952380952,2.026326147
6628,196,15,196,22:agent_sample_54|23:agent_sample_12|24:agent_sample_9|25:lpt_batch|trans:lpt_batch,340,1.345146996,"[0, 272.274414, 441.248312619, 14.0, 39.0, 52.90878]",0,272.274414,441.248312619,14.0,39.0,52.90878,0,272.274414,441.248312619,14.0,39.0,52.90878,0.627515059,1.764824381,4.294993895,0.449098083
6629,165,15,165,22:agent_sample_6|23:agent_sample_48|24:agent_sample_20|25:agent_sample_54|trans:lpt_batch,340,0.76385268,"[0, 233.858422, 261.287725045, 15.0, 41.0, 38.985177]",0,233.858422,261.287725045,15.0,41.0,38.985177,0,233.858422,261.287725045,15.0,41.0,38.985177,0.797082619,2.890909091,8.455347501,0.494483644
6630,75,15,75,22:agent_sample_17|23:best_fit_lth|24:agent_sample_35|25:agent_sample_34|trans:agent_sample_10,340,0.872655243,"[0, 88.260492, 246.266618553, 6.0, 20.0, 101.204908]",0,88.260492,246.266618553,6.0,20.0,101.204908,0,88.260492,246.266618553,6.0,20.0,101.204908,1.135053995,0.571428572,6.655263158,1.897498915
6631,180,15,180,22:lpt_batch|23:agent_sample_43|24:agent_sample_62|25:lpt_batch|trans:lpt_batch,340,1.713105619,"[0, 256.816108, 422.700387958, 17.0, 32.0, 50.435261]",0,256.816108,422.700387958,17.0,32.0,50.435261,0,256.816108,422.700387958,17.0,32.0,50.435261,0.60130405,1.862895604,4.86442577,0.390897818
6632,146,15,146,22:agent_greedy|23:agent_sample_54|24:agent_sample_35|25:lpt_batch|trans:lpt_batch,340,1.272173083,"[0, 213.454693, 476.813408505, 14.0, 17.0, 33.816916]",0,213.454693,476.813408505,14.0,17.0,33.816916,0,213.454693,476.813408505,14.0,17.0,33.816916,0.962959864,2.230304021,2.676470588,0.442326894
6633,168,15,168,22:lpt_batch|23:agent_sample_2|24:agent_sample_21|25:lpt_batch|trans:lpt_batch,340,0.800524664,"[0, 172.822163, 220.315747724, 14.0, 31.0, 49.115634]",0,172.822163,220.315747724,14.0,31.0,49.115634,0,172.822163,220.315747724,14.0,31.0,49.115634,0.421981924,1.702114165,4.208944618,0.402013643
6634,146,15,146,22:agent_sample_32|23:agent_greedy|24:agent_sample_55|25:lpt_batch|trans:lpt_batch,340,0.576937199,"[0, 157.109533, 208.15942942, 18.0, 30.0, 17.995507]",0,157.109533,208.15942942,18.0,30.0,17.995507,0,157.109533,208.15942942,18.0,30.0,17.995507,0.402453056,2.144752624,4.632612945,0.175421492
6635,95,15,95,22:agent_sample_50|23:agent_greedy|24:agent_sample_6|25:agent_sample_22|trans:agent_sample_11,340,0.555197018,"[0, 157.465014, 203.401489827, 2.0, 28.0, 98.710909]",0,157.465014,203.401489827,2.0,28.0,98.710909,0,157.465014,203.401489827,2.0,28.0,98.710909,0.593218095,0.129032258,10.014285715,1.687595264
6636,87,15,87,22:agent_sample_38|23:best_fit_lth|24:agent_sample_35|25:agent_sample_22|trans:agent_greedy,340,1.209787944,"[0, 138.251713, 376.69726337, 6.0, 26.0, 111.090943]",0,138.251713,376.69726337,6.0,26.0,111.090943,0,138.251713,376.69726337,6.0,26.0,111.090943,2.000753635,0.822857143,7.987012987,1.789086789
6637,69,15,69,22:agent_greedy|24:agent_greedy|25:lpt_batch|trans:agent_sample_3,272,0.435918695,"[0, 138.373482, 120.042564475, 6.0, 12.0, 93.579636]",0,138.373482,120.042564475,6.0,12.0,93.579636,0,138.373482,120.042564475,6.0,12.0,93.579636,4.14006302,3.583333333,4.703933747,4.005495229
6638,141,15,141,22:agent_sample_40|23:agent_sample_4|24:agent_sample_10|25:lpt_batch|trans:agent_sample_7,340,0.673452914,"[0, 187.554938, 376.785687154, 14.0, 30.0, 118.488795]",0,187.554938,376.785687154,14.0,30.0,118.488795,0,187.554938,376.785687154,14.0,30.0,118.488795,0.680490414,2.161422475,6.213919415,0.933492346
6639,149,15,149,22:lpt_batch|23:agent_sample_32|24:agent_sample_56|25:agent_sample_21|trans:agent_sample_2,340,0.648365837,"[0, 206.576707, 369.039934448, 18.0, 36.0, 77.003884]",0,206.576707,369.039934448,18.0,36.0,77.003884,0,206.576707,369.039934448,18.0,36.0,77.003884,1.010196661,2.684575569,10.161437909,0.969488959
6640,80,15,80,22:agent_sample_60|23:agent_sample_43|24:agent_sample_43|25:agent_sample_49|trans:agent_sample_13,340,0.54793728,"[0, 90.661341, 161.145660151, 9.0, 31.0, 60.182891]",0,90.661341,161.145660151,9.0,31.0,60.182891,0,90.661341,161.145660151,9.0,31.0,60.182891,0.658329125,2.255882353,9.348484849,0.982812723
6641,144,15,144,22:agent_sample_60|23:agent_greedy|24:agent_sample_53|25:agent_greedy|trans:lpt_batch,340,0.636467713,"[0, 250.993203, 623.711257701, 19.0, 35.0, 266.175846]",0,250.993203,623.711257701,19.0,35.0,266.175846,0,250.993203,623.711257701,19.0,35.0,266.175846,1.857907396,2.894486215,8.891774892,2.274976204
6642,129,15,129,22:agent_sample_45|23:agent_sample_23|24:agent_sample_6|25:agent_greedy|trans:agent_greedy,340,0.423957288,"[0, 158.291054, 417.698438291, 15.0, 25.0, 38.068407]",0,158.291054,417.698438291,15.0,25.0,38.068407,0,158.291054,417.698438291,15.0,25.0,38.068407,0.962235948,1.752136753,4.586246489,0.442581511
6643,141,15,141,22:agent_sample_4|23:agent_sample_12|24:agent_sample_57|25:lpt_batch|trans:agent_sample_38,340,0.612392497,"[0, 239.372673, 327.814995692, 6.0, 21.0, 114.389087]",0,239.372673,327.814995692,6.0,21.0,114.389087,0,239.372673,327.814995692,6.0,21.0,114.389087,1.059406252,0.488679245,5.487179488,1.794548678
6644,66,15,66,22:agent_sample_8|23:agent_sample_18|24:agent_sample_54|25:agent_sample_47|trans:agent_greedy,340,0.526035357,"[0, 77.196063, 171.783312004, 9.0, 28.0, 71.719314]",0,77.196063,171.783312004,9.0,28.0,71.719314,0,77.196063,171.783312004,9.0,28.0,71.719314,0.849511123,1.864835165,6.839285714,1.273908924
6645,207,15,207,22:lpt_batch|23:agent_sample_64|24:lpt_batch|25:agent_sample_6|trans:agent_sample_59,340,0.532543743,"[0, 211.587797, 354.639556862, 14.0, 46.0, 47.687674]",0,211.587797,354.639556862,14.0,46.0,47.687674,0,211.587797,354.639556862,14.0,46.0,47.687674,0.422438495,1.06175375,4.673380172,0.302372526
6646,234,15,234,22:agent_sample_20|23:agent_greedy|24:agent_sample_53|25:lpt_batch|trans:agent_greedy,340,0.529594761,"[0, 352.065763, 175.379553264, 14.0, 45.0, 64.387081]",0,352.065763,175.379553264,14.0,45.0,64.387081,0,352.065763,175.379553264,14.0,45.0,64.387081,0.396744007,2.048578488,5.349517374,0.516778731
6647,173,15,173,22:agent_sample_37|23:best_fit_lth|24:agent_sample_38|25:lpt_batch|trans:lpt_batch,340,1.416885889,"[0, 315.427268, 719.815311818, 7.0, 41.0, 203.198834]",0,315.427268,719.815311818,7.0,41.0,203.198834,0,315.427268,719.815311818,7.0,41.0,203.198834,1.512553553,1.866883116,6.828985507,1.475169301
6648,163,15,163,22:agent_sample_43|23:agent_sample_17|24:agent_sample_48|25:agent_sample_2|trans:lpt_batch,340,0.498021275,"[0, 208.847511, 290.918721351, 19.0, 27.0, 49.152211]",0,208.847511,290.918721351,19.0,27.0,49.152211,0,208.847511,290.918721351,19.0,27.0,49.152211,0.714396981,2.264918148,6.481046489,0.499159829
6649,125,15,125,22:agent_sample_47|23:agent_sample_25|24:lpt_batch|25:agent_sample_32|trans:agent_greedy,340,0.534819275,"[0, 156.034687, 270.053889838, 11.0, 18.0, 24.995536]",0,156.034687,270.053889838,11.0,18.0,24.995536,0,156.034687,270.053889838,11.0,18.0,24.995536,0.691624102,1.640786108,6.348242401,0.420750004
6650,102,15,102,22:agent_sample_59|23:long_cut_batch|24:agent_sample_40|25:agent_sample_2|trans:agent_sample_46,340,0.743670714,"[0, 103.496707, 324.046396633, 12.0, 24.0, 29.531451]",0,103.496707,324.046396633,12.0,24.0,29.531451,0,103.496707,324.046396633,12.0,24.0,29.531451,0.88292254,2.301242236,4.758764666,0.425063811
6651,147,15,147,22:agent_sample_50|23:agent_sample_60|24:agent_sample_16|25:lpt_batch|trans:agent_sample_10,340,0.539779705,"[0, 205.827886, 305.025317508, 19.0, 61.0, 53.304683]",0,205.827886,305.025317508,19.0,61.0,53.304683,0,205.827886,305.025317508,19.0,61.0,53.304683,0.679022685,2.47275647,6.325147587,0.597023905
6652,156,15,156,22:lpt_batch|23:agent_sample_18|24:agent_sample_25|25:agent_sample_53|trans:agent_sample_24,340,0.499055859,"[0, 185.007667, 185.090458916, 13.0, 34.0, 35.688056]",0,185.007667,185.090458916,13.0,34.0,35.688056,0,185.007667,185.090458916,13.0,34.0,35.688056,0.46486505,1.471496925,6.527380953,0.369124567
6653,117,15,117,22:agent_sample_18|23:agent_sample_6|24:agent_sample_15|25:lpt_batch|trans:lpt_batch,340,0.81554299,"[0, 205.084215, 313.298683795, 6.0, 17.0, 72.444389]",0,205.084215,313.298683795,6.0,17.0,72.444389,0,205.084215,313.298683795,6.0,17.0,72.444389,1.171058326,1.529509713,6.544047619,1.5631951
6654,193,15,193,22:agent_sample_4|23:agent_sample_5|24:agent_sample_43|25:lpt_batch|trans:agent_sample_49,340,0.637599969,"[0, 302.684901, 653.832474887, 21.0, 36.0, 39.088728]",0,302.684901,653.832474887,21.0,36.0,39.088728,0,302.684901,653.832474887,21.0,36.0,39.088728,1.140050894,2.795868581,3.936112962,0.344526775
